x1,x2,x3,x4,x5,PCNM1,PCNM3,PCNM2,PCNM7,PCNM8,PCNM25,PCNM20,PCNM17,PCNM56,PCNM41,PCNM23,PCNM68,PCNM6
45.75860671,57.20446633,70.46572958,69.96001129,54.18246264,0.063090052,-0.124991635,0.155471058,0.124010839,0.152481104,-0.035289356,0.059595595,0.072580812,0.126792336,-0.057674462,0.058595321,-0.060797836,-0.072740903
46.4028215,59.90489047,82.35848967,83.20463682,55.1935793,0.08789821,-0.163704228,0.131771296,0.048355532,0.083906351,0.141790346,-0.08251037,0.109010901,0.041245767,-0.054627608,0.135338872,-0.099948557,-0.193362809
56.05741417,67.38379643,87.74509091,115.3345202,60.82667524,0.082638093,-0.150441885,0.095713842,-0.017379634,-0.015724015,0.065894127,-0.023173759,0.022817368,0.117082649,-0.231303043,-1.84E-15,0.00202011,-0.230859474
59.46436307,79.02365548,102.3926816,87.95674748,68.38289871,0.049594896,-0.089415306,0.050356153,-0.031326907,-0.049008208,-0.09533222,0.09836101,-0.043360869,0.03092974,0.026253261,-0.098587042,0.156051517,-0.155268782
14.97534814,16.35385508,45.89401291,34.68731418,50.85154174,-0.077797356,0.097297795,0.045135135,-0.137773745,0.092052442,0.06155967,-0.12737116,0.006655376,0.08813387,-0.13612464,-0.157182364,0.015146475,-0.048389204
24.08382489,24.48118373,81.47789366,53.53474286,35.85472901,-0.131771296,0.163704228,0.08789821,-0.193362809,0.067162725,-0.142665596,0.051824711,0.115412952,0.077508777,0.070728364,-0.135338872,-0.132575673,-0.048355532
25.2107636,30.39633143,68.24274273,40.96929703,55.80322393,-0.145591145,0.178135725,0.125701511,-0.137211593,-0.054131224,-0.231508282,0.14250103,0.217190479,0.17809542,-0.137475228,7.03E-15,0.126402146,0.010329605
38.81927034,36.5947594,28.66073862,38.10058836,42.20726869,-0.115538573,0.136010388,0.155672962,-0.009996048,-0.137130046,-0.020557463,-0.05061515,0.154239228,0.032278004,-0.087592691,0.070526244,0.070628714,0.089385055
42.75419083,48.16199802,88.28087814,53.37307918,52.8812335,-0.051633911,0.050702714,0.174828317,0.106062365,-0.089883073,0.062423735,-0.077819933,-0.014604286,0.104731038,0.101845758,0.053848277,-0.157328549,0.127737222
45.87084429,51.46675721,77.24121503,86.42487684,35.97432862,0.02558403,-0.050702714,0.180489497,0.142176744,0.029717999,-0.062423735,0.127471532,-0.09924051,-0.104731038,-0.101845758,0.053848277,0.049350014,0.085742618
48.96946764,58.2704307,99.2088813,125.9108995,45.96253811,0.091599099,-0.136010388,0.170859117,0.086881029,0.081839189,0.020557463,0.096244272,-0.07279804,-0.032278004,0.087592691,0.070526244,0.006615926,-0.023265766
50.68492762,67.9449197,112.9115214,101.180159,45.05231206,0.125701511,-0.178135725,0.145591145,-0.010329605,0.008193919,0.231508282,-0.104590985,-0.080165105,-0.17809542,0.137475228,9.61E-15,0.003562506,-0.137211593
60.24062462,68.88345286,99.56870822,105.6947375,39.03027952,0.117542842,-0.163704228,0.106176504,-0.076760046,-0.10002491,0.142665596,-0.02470499,-0.157852652,-0.077508777,-0.070728364,-0.135338872,0.09232283,-0.18394382
65.3496587,81.34443799,110.6993033,96.47756526,51.4664223,0.070382787,-0.097297795,0.05599886,-0.068470759,-0.109177208,-0.06155967,0.141503479,-0.155760348,-0.08813387,0.13612464,-0.157182364,-0.156568281,-0.128976257
28.58642919,21.62385576,39.59352027,39.33080799,51.9432201,-0.092006558,0.074288921,0.032071096,-0.060678828,0.091019038,0.133386247,-0.166010638,-0.008656412,-0.067420836,-0.095220409,-0.016677967,0.014181374,-0.088708439
31.94393416,21.98666633,40.69648707,53.60402067,38.72111209,-0.155471058,0.124991635,0.063090052,-0.072740903,0.042886859,0.036413729,0.037996854,0.065006058,-0.167475829,0.068663341,-0.058595321,-0.077322392,-0.124010839
33.12998363,30.08521744,28.69513908,71.04634193,41.96858911,-0.170859117,0.136010388,0.091599099,-0.023265766,-0.118204376,-0.018606787,0.137435966,0.1406777,-0.11065682,-0.089012067,-0.070526244,0.070367787,-0.086881029
39.05390619,38.23356974,46.29374567,31.80629447,57.9112475,-0.133796216,0.103846803,0.115517922,0.05459339,-0.228905106,0.105058378,-0.101941008,0.098560964,-0.163667188,-0.054698285,-3.73E-15,0.039149458,-0.004109916
46.28331938,42.24632994,92.00417926,46.39062428,61.35606459,-0.056415177,0.038712593,0.132239385,0.104177657,-0.177666953,0.092677354,-0.13830125,-0.018309634,0.009764311,0.082302133,0.090600106,-0.08955409,0.070556309
52.55961046,50.61388564,109.0744347,104.5984542,42.41166896,0.036525543,-0.038712593,0.13905327,0.085358145,-0.033713233,-0.092677354,0.108790765,-0.068613271,-0.009764311,-0.082302133,0.090600106,0.033285551,0.092440057
56.91340487,59.07619543,99.66472518,113.9639089,48.08118666,0.115517922,-0.103846803,0.133796216,0.004109916,0.034649686,-0.105058378,0.074821287,-0.036378897,0.163667188,0.054698285,-2.51E-15,0.001103385,0.05459339
60.77016954,68.10262037,93.47488142,85.90799932,46.58412094,0.155672962,-0.136010388,0.115538573,-0.089385055,-0.04318886,0.018606787,-0.159967844,-0.036055933,0.11065682,0.089012067,-0.070526244,-0.002642094,-0.009996048
61.46181435,79.31717011,109.137879,79.49363193,54.61061948,0.144607333,-0.124991635,0.085090092,-0.133503601,-0.158342791,-0.036413729,-0.054115491,-0.097409666,0.167475829,-0.068663341,-0.058595321,0.056346291,-0.053354622
67.75887949,82.827719,76.5560819,86.34898623,55.72884567,0.086345378,-0.074288921,0.045146845,-0.096793207,-0.151184112,-0.133386247,0.157611079,-0.105188383,0.067420836,0.095220409,-0.016677967,-0.087877488,-0.046713836
30.21284616,21.72744853,100.6915243,54.83125438,43.17147027,-0.098092561,0.02769384,0.007278641,0.028949728,0.115346304,0.08848422,-0.181946221,-0.08868978,0.095285563,0.031964502,0.189187149,0.047638706,-0.093035881
31.81805919,29.83489813,90.58077158,58.5457003,47.47895524,-0.165290959,0.046595081,0.015649975,0.059649996,0.077953583,0.078788064,0.038850357,-0.119558433,0.140173376,0.139100817,0.129121566,0.12728906,-0.147123771
45.29213733,36.72796455,96.29536431,42.8595129,47.97708519,-0.180489497,0.050702714,0.02558403,0.085742618,-0.084890809,0.064026169,0.146062457,-0.10402523,0.179215598,0.090327755,-0.053848277,-0.160362654,-0.142176744
46.83708436,45.77757001,83.78965851,25.6848999,54.16784986,-0.13905327,0.038712593,0.036525543,0.092440057,-0.196445543,0.093345626,-0.115127491,-0.0827244,0.107318338,0.073911892,-0.090600106,-0.091574199,-0.085358145
49.09009822,47.4992383,100.0446604,53.22006,48.62536151,-0.054274282,0.014431497,0.046859713,0.065709457,-0.136050012,0.05474682,-0.155063339,-0.051360962,0.066391407,0.06583571,1.00E-14,0.176694702,-0.00494676
54.70371595,57.55651178,127.6653493,99.14831442,57.4021741,0.046859713,-0.014431497,0.054274282,0.00494676,0.020594081,-0.05474682,0.1138113,0.018957354,-0.066391407,-0.06583571,7.73E-15,0.004979946,0.065709457
61.6896132,60.35789514,114.6541636,101.303762,64.03570021,0.132239385,-0.038712593,0.056415177,-0.070556309,0.090343165,-0.093345626,0.077217447,0.105904979,-0.107318338,-0.073911892,-0.090600106,-0.038390453,0.104177657
66.81617373,73.13301136,101.153112,80.3798611,44.83450788,0.174828317,-0.050702714,0.051633911,-0.127737222,-0.003262232,-0.064026169,-0.17755926,0.143026718,-0.179215598,-0.090327755,-0.053848277,-0.058303792,0.106062365
68.96773767,79.66524487,91.79039338,129.1239006,45.51801363,0.161241119,-0.046595081,0.039589449,-0.136534977,-0.141015653,-0.078788064,-0.061382236,0.107478835,-0.140173376,-0.139100817,0.129121566,-0.059563368,0.081004481
76.5362752,85.05830839,97.45988976,112.6170492,44.7621438,0.095982154,-0.02769384,0.021507095,-0.087653035,-0.148208488,-0.08848422,0.170204666,0.04625008,-0.095285563,-0.031964502,0.189187149,0.190304481,0.042552407
34.52674082,27.85879685,97.271537,115.1190122,33.28203227,-0.095982154,-0.02769384,-0.021507095,0.087653035,0.148208488,-0.08848422,-0.170204666,-0.04625008,-0.095285563,-0.031964502,0.189187149,-0.190304481,-0.042552407
43.57524057,34.35113878,116.4766928,91.46587637,50.31413013,-0.161241119,-0.046595081,-0.039589449,0.136534977,0.141015653,-0.078788064,0.061382236,-0.107478835,-0.140173376,-0.139100817,0.129121566,0.059563368,-0.081004481
44.05529067,36.22422545,122.2671891,110.3266972,59.12659131,-0.174828317,-0.050702714,-0.051633911,0.127737222,0.003262232,-0.064026169,0.17755926,-0.143026718,-0.179215598,-0.090327755,-0.053848277,0.058303792,-0.106062365
54.70984195,46.30132917,65.39216012,50.80324983,59.08568378,-0.132239385,-0.038712593,-0.056415177,0.070556309,-0.090343165,-0.093345626,-0.077217447,-0.105904979,-0.107318338,-0.073911892,-0.090600106,0.038390453,-0.104177657
59.53798231,52.13458262,113.36908,105.8020204,66.39268802,-0.046859713,-0.014431497,-0.054274282,-0.00494676,-0.020594081,-0.05474682,-0.1138113,-0.018957354,-0.066391407,-0.06583571,1.46E-14,-0.004979946,-0.065709457
58.88230705,60.0672059,88.54581665,39.7948778,36.18371454,0.054274282,0.014431497,-0.046859713,-0.065709457,0.136050012,0.05474682,0.155063339,0.051360962,0.066391407,0.06583571,9.92E-15,-0.176694702,0.00494676
65.78456805,65.52101416,97.56384846,42.84462502,84.86914238,0.13905327,0.038712593,-0.036525543,-0.092440057,0.196445543,0.093345626,0.115127491,0.0827244,0.107318338,0.073911892,-0.090600106,0.091574199,0.085358145
69.1369274,67.436907,90.74523054,26.08938475,42.49621603,0.180489497,0.050702714,-0.02558403,-0.085742618,0.084890809,0.064026169,-0.146062457,0.10402523,0.179215598,0.090327755,-0.053848277,0.160362654,0.142176744
73.86762766,79.15277865,97.74811424,72.1648719,42.83417042,0.165290959,0.046595081,-0.015649975,-0.059649996,-0.077953583,0.078788064,-0.038850357,0.119558433,0.140173376,0.139100817,0.129121566,-0.12728906,0.147123771
78.93835962,88.94749343,109.6443936,26.31608725,52.89939273,0.098092561,0.02769384,-0.007278641,-0.028949728,-0.115346304,0.08848422,0.181946221,0.08868978,0.095285563,0.031964502,0.189187149,-0.047638706,0.093035881
42.64596703,30.0222674,94.14557249,85.26398678,44.68968982,-0.086345378,-0.074288921,-0.045146845,0.096793207,0.151184112,-0.133386247,-0.157611079,0.105188383,0.067420836,0.095220409,-0.016677967,0.087877488,0.046713836
44.32066625,33.66548194,119.4061675,114.2300501,56.08378983,-0.144607333,-0.124991635,-0.085090092,0.133503601,0.158342791,-0.036413729,0.054115491,0.097409666,0.167475829,-0.068663341,-0.058595321,-0.056346291,0.053354622
54.76646584,39.59838058,90.48438076,101.6441405,54.54489326,-0.155672962,-0.136010388,-0.115538573,0.089385055,0.04318886,0.018606787,0.159967844,0.036055933,0.11065682,0.089012067,-0.070526244,0.002642094,0.009996048
54.4007963,49.33963257,119.8649152,94.54919173,48.14209124,-0.115517922,-0.103846803,-0.133796216,-0.004109916,-0.034649686,-0.105058378,-0.074821287,0.036378897,0.163667188,0.054698285,1.53E-15,-0.001103385,-0.05459339
56.09411248,49.88605403,109.9673565,94.45589741,37.65719433,-0.036525543,-0.038712593,-0.13905327,-0.085358145,0.033713233,-0.092677354,-0.108790765,0.068613271,-0.009764311,-0.082302133,0.090600106,-0.033285551,-0.092440057
63.76592739,64.76714358,66.04411616,35.09820458,66.94402742,0.056415177,0.038712593,-0.132239385,-0.104177657,0.177666953,0.092677354,0.13830125,0.018309634,0.009764311,0.082302133,0.090600106,0.08955409,-0.070556309
68.87980067,64.54406927,61.48203716,39.73754392,53.72869639,0.133796216,0.103846803,-0.115517922,-0.05459339,0.228905106,0.105058378,0.101941008,-0.098560964,-0.163667188,-0.054698285,-4.31E-15,-0.039149458,0.004109916
78.1349204,77.76824993,57.35012779,57.11039382,57.28056037,0.170859117,0.136010388,-0.091599099,0.023265766,0.118204376,-0.018606787,-0.137435966,-0.1406777,-0.11065682,-0.089012067,-0.070526244,-0.070367787,0.086881029
78.8776778,84.46687103,47.90080481,50.44308765,44.92210365,0.155471058,0.124991635,-0.063090052,0.072740903,-0.042886859,0.036413729,-0.037996854,-0.065006058,-0.167475829,0.068663341,-0.058595321,0.077322392,0.124010839
88.62663063,90.05963806,47.0046424,55.8205877,54.45103998,0.092006558,0.074288921,-0.032071096,0.060678828,-0.091019038,0.133386247,0.166010638,0.008656412,-0.067420836,-0.095220409,-0.016677967,-0.014181374,0.088708439
46.51138253,30.58977928,94.30767951,93.08407287,56.32743498,-0.070382787,-0.097297795,-0.05599886,0.068470759,0.109177208,-0.06155967,-0.141503479,0.155760348,-0.08813387,0.13612464,-0.157182364,0.156568281,0.128976257
48.87114948,36.19910509,114.465042,85.11580634,43.17464577,-0.117542842,-0.163704228,-0.106176504,0.076760046,0.10002491,0.142665596,0.02470499,0.157852652,-0.077508777,-0.070728364,-0.135338872,-0.09232283,0.18394382
56.8444052,45.56798168,79.54727813,106.8312791,39.26008166,-0.125701511,-0.178135725,-0.145591145,0.010329605,-0.008193919,0.231508282,0.104590985,0.080165105,-0.17809542,0.137475228,3.95E-15,-0.003562506,0.137211593
58.21663114,51.61234026,74.8731801,89.21035891,68.50032983,-0.091599099,-0.136010388,-0.170859117,-0.086881029,-0.081839189,0.020557463,-0.096244272,0.07279804,-0.032278004,0.087592691,0.070526244,-0.006615926,0.023265766
67.01918048,55.72391783,86.01527142,90.50264321,54.70972202,-0.02558403,-0.050702714,-0.180489497,-0.142176744,-0.029717999,-0.062423735,-0.127471532,0.09924051,-0.104731038,-0.101845758,0.053848277,-0.049350014,-0.085742618
71.20662178,68.32462844,100.1151723,49.86245622,37.49678994,0.051633911,0.050702714,-0.174828317,-0.106062365,0.089883073,0.062423735,0.077819933,0.014604286,0.104731038,0.101845758,0.053848277,0.157328549,-0.127737222
74.35128453,75.41104152,39.72615066,32.8514982,46.84382821,0.115538573,0.136010388,-0.155672962,0.009996048,0.137130046,-0.020557463,0.05061515,-0.154239228,0.032278004,-0.087592691,0.070526244,-0.070628714,-0.089385055
79.0219552,79.66452911,80.76130955,50.7298717,45.31472067,0.145591145,0.178135725,-0.125701511,0.137211593,0.054131224,-0.231508282,-0.14250103,-0.217190479,0.17809542,-0.137475228,7.66E-15,-0.126402146,-0.010329605
88.34331084,84.98609116,59.95092403,72.95880225,66.85304446,0.131771296,0.163704228,-0.08789821,0.193362809,-0.067162725,-0.142665596,-0.051824711,-0.115412952,0.077508777,0.070728364,-0.135338872,0.132575673,0.048355532
88.83045452,93.5352018,50.56959818,50.74668077,55.88126342,0.077797356,0.097297795,-0.045135135,0.137773745,-0.092052442,0.06155967,0.12737116,-0.006655376,0.08813387,-0.13612464,-0.157182364,-0.015146475,0.048389204
52.70933872,36.80044826,101.1006,117.3983711,50.14295715,-0.049594896,-0.089415306,-0.050356153,0.031326907,0.049008208,-0.09533222,-0.09836101,0.043360869,0.03092974,0.026253261,-0.098587042,-0.156051517,0.155268782
56.94451328,39.34830488,79.76550881,120.2366596,64.68062097,-0.082638093,-0.150441885,-0.095713842,0.017379634,0.015724015,0.065894127,0.023173759,-0.022817368,0.117082649,-0.231303043,-2.82E-15,-0.00202011,0.230859474
61.53161395,49.3197026,105.3860209,89.32244722,72.88661112,-0.08789821,-0.163704228,-0.131771296,-0.048355532,-0.083906351,0.141790346,0.08251037,-0.109010901,0.041245767,-0.054627608,0.135338872,0.099948557,0.193362809
63.70914631,56.84692122,104.1051815,95.15307328,43.84926543,-0.063090052,-0.124991635,-0.155471058,-0.124010839,-0.152481104,-0.035289356,-0.059595595,-0.072580812,0.126792336,-0.057674462,0.058595321,0.060797836,0.072740903
72.3718981,60.43093607,114.0251068,105.4983737,56.5081811,-0.015649975,-0.046595081,-0.165290959,-0.147123771,-0.123476147,-0.077564572,-0.081118794,0.039204056,-0.037922044,-0.145102947,-0.129121566,-0.066838778,-0.059649996
73.70244672,65.15660174,80.990931,58.11569047,41.71254705,0.039589449,0.046595081,-0.161241119,-0.081004481,-0.037917089,0.077564572,0.065740628,0.065417711,0.037922044,0.145102947,-0.129121566,-0.130851566,-0.136534977
74.19820668,77.72555166,47.01209414,20.37634154,51.78549641,0.085090092,0.124991635,-0.144607333,0.053354622,0.004162988,0.035289356,0.045463277,-0.002262496,-0.126792336,0.057674462,0.058595321,0.08062397,-0.133503601
84.55357351,84.71917834,25.56703831,76.05428119,52.83892286,0.106176504,0.163704228,-0.117542842,0.18394382,-0.039320793,-0.141790346,-0.094251925,-0.016913493,-0.041245767,0.054627608,0.135338872,0.137994631,-0.076760046
92.0347617,88.44768807,50.28202559,50.60596528,41.59915322,0.095713842,0.150441885,-0.082638093,0.230859474,-0.103877057,-0.065894127,-0.031573319,0.061818856,-0.117082649,0.231303043,-3.89E-15,-0.071676004,-0.017379634
97.56767791,95.38892942,57.25130734,61.97486318,45.09295797,0.056408781,0.089415306,-0.042584567,0.158208894,-0.094945512,0.09533222,0.093983928,0.093664505,-0.03092974,-0.026253261,-0.098587042,-0.102867771,0.007727584
57.78097132,36.49017609,119.23127,79.30247731,64.0531876,-0.025594792,-0.05314409,-0.029644632,0.007886872,0.009862329,-0.137597212,-0.042427214,-0.047646222,-0.03626301,0.10496524,-8.06E-15,0.005418958,0.104763949
59.84740041,43.10843209,123.3119885,122.1081002,63.43576334,-0.042584567,-0.089415306,-0.056408781,-0.007727584,-0.021888618,-0.097011812,0.029019828,-0.137087503,-0.022354304,0.012876269,0.098587042,0.150496588,0.158208894
62.66375406,53.03940443,109.1737659,90.93252728,54.54425295,-0.045135135,-0.097297795,-0.077797356,-0.048389204,-0.085776016,-0.063907534,0.066682192,-0.199206274,-0.075533318,0.131137891,0.157182364,-0.157671665,0.137773745
74.68283294,59.55283849,109.941331,80.97581337,53.42507097,-0.032071096,-0.074288921,-0.092006558,-0.088708439,-0.130073289,-0.134113431,-0.002547739,-0.145767577,-0.001029428,0.090637656,0.016677967,-0.088817215,0.060678828
72.52272943,65.16308142,118.901981,114.2181557,49.83866632,-0.007278641,-0.02769384,-0.098092561,-0.093035881,-0.119420489,-0.088277242,-0.01125051,-0.014957671,-0.05101558,-0.039675016,-0.189187149,0.187919628,-0.028949728
80.4728109,77.1050128,94.0110361,54.06377168,69.92708753,0.021507095,0.02769384,-0.095982154,-0.042552407,-0.074834931,0.088277242,0.065279192,0.077139738,0.05101558,0.039675016,-0.189187149,-0.036978875,-0.087653035
84.45248312,75.75523288,69.13181151,40.21311487,58.66082421,0.045146845,0.074288921,-0.086345378,0.046713836,-0.048444712,0.134113431,0.052199338,0.101284371,0.001029428,-0.090637656,0.016677967,-0.019161321,-0.096793207
87.77107531,83.36064677,68.99735234,36.90843674,37.09946375,0.05599886,0.097297795,-0.070382787,0.128976257,-0.0625421,0.063907534,-0.025430153,0.124362966,0.075533318,-0.131137891,0.157182364,-0.024002983,-0.068470759
92.56644059,93.36858705,19.42293115,40.95871501,64.3249001,0.050356153,0.089415306,-0.049594896,0.155268782,-0.08421376,0.097011812,0.000490657,0.160268082,0.022354304,-0.012876269,0.098587042,-0.094228049,-0.031326907
97.46449186,103.3084182,50.23745585,62.86447987,46.04752743,0.029644632,0.05314409,-0.025594792,0.104763949,-0.065153186,0.137597212,0.05780538,0.12908741,0.03626301,-0.10496524,-1.21E-14,0.192271387,-0.007886872
